영역,진입 HTML ID,버튼명,판정,뷰어 URL,앱 진입 경로,이동 경로,경로가 정확히 일치하는 기존 HTML ID,관찰된 옵션,비고,재현 컨트롤 키
문서 만들기,document-flow-draft,강조색 #b45309,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=document-flow-draft,/erp/documents/create/CI-2026-0708,/erp/documents/create/CI-2026-0708,,,,BUTTON|강조색 #b45309||1
문서 만들기,document-flow-draft,강조색 #334155,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=document-flow-draft,/erp/documents/create/CI-2026-0708,/erp/documents/create/CI-2026-0708,,,,BUTTON|강조색 #334155||1
문서 만들기,document-flow-draft,승인 없이 진행,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=document-flow-draft,/erp/documents/create/CI-2026-0708,/erp/documents/create/CI-2026-0708,,,,BUTTON|승인 없이 진행||1
문서 만들기,document-flow-draft,승인자 선택,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=document-flow-draft,/erp/documents/create/CI-2026-0708,/erp/documents/create/CI-2026-0708,,,,BUTTON|승인자 선택||1
선적,shipments-action-14,검토한 정보 반영,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=shipments-action-14,/erp/shipments,/erp/shipments,,,,BUTTON|검토한 정보 반영||1
AI에게 묻기,ai-answer-action-04,B/L이 누락된 거래,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=ai-answer-action-04,/erp/ai,/erp/ai,,,,BUTTON|B/L이 누락된 거래||1
AI에게 묻기,ai-answer-action-04,GP가 낮아진 거래처,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=ai-answer-action-04,/erp/ai,/erp/ai,,,,BUTTON|GP가 낮아진 거래처||1
AI에게 묻기,ai-answer-action-04,오늘 승인할 문서,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=ai-answer-action-04,/erp/ai,/erp/ai,,,,BUTTON|오늘 승인할 문서||1
문서 만들기,document-items-added,지금 저장,재현 클릭 시간 초과 / 확인 보류,https://devdev-e6t.pages.dev/html/erp/?page=document-items-added,/erp/documents/create,,,,locator.click: Timeout 3500ms exceeded.,BUTTON|지금 저장||1
문서 만들기,document-items-added,품목 2 단위,재현 클릭 시간 초과 / 확인 보류,https://devdev-e6t.pages.dev/html/erp/?page=document-items-added,/erp/documents/create,,,,locator.click: Timeout 3500ms exceeded.,BUTTON|품목 2 단위|직접입력MT200 USD 삭제|1
문서 만들기,document-items-added,최근값 사용128333,재현 클릭 시간 초과 / 확인 보류,https://devdev-e6t.pages.dev/html/erp/?page=document-items-added,/erp/documents/create,,,,locator.click: Timeout 3500ms exceeded.,BUTTON|최근값 사용128333||1
문서 만들기,document-items-added,거래값 사용120000,재현 클릭 시간 초과 / 확인 보류,https://devdev-e6t.pages.dev/html/erp/?page=document-items-added,/erp/documents/create,,,,locator.click: Timeout 3500ms exceeded.,BUTTON|거래값 사용120000||1
문서 만들기,document-items-empty,되돌리기,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=document-items-empty,/erp/documents/create,/erp/documents/create,,,,BUTTON|되돌리기|품목 없음되돌리기|1
처음 시작하기,onboarding-action-06,오너,180ms 내 변화 없음 / 추가 확인 필요,https://devdev-e6t.pages.dev/html/erp/?page=onboarding-action-06,/erp/onboarding,/erp/onboarding,,,180ms 후 화면·선택값 변화 없음; 비동기 처리/동일 상태는 별도 확인 필요,BUTTON|오너||1
처음 시작하기,onboarding-action-06,재무,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=onboarding-action-06,/erp/onboarding,/erp/onboarding,,,,BUTTON|재무||1
처음 시작하기,onboarding-action-06,영업,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=onboarding-action-06,/erp/onboarding,/erp/onboarding,,,,BUTTON|영업||1
처음 시작하기,onboarding-action-06,운영,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=onboarding-action-06,/erp/onboarding,/erp/onboarding,,,,BUTTON|운영||1
처음 시작하기,onboarding-action-06,관리,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=onboarding-action-06,/erp/onboarding,/erp/onboarding,,,,BUTTON|관리||1
처음 시작하기,onboarding-action-06,GP와 마진,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=onboarding-action-06,/erp/onboarding,/erp/onboarding,,,,BUTTON|GP와 마진||1
처음 시작하기,onboarding-action-06,"현금, AR, AP",화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=onboarding-action-06,/erp/onboarding,/erp/onboarding,,,,"BUTTON|현금, AR, AP||1"
처음 시작하기,onboarding-action-06,거래처 리스크,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=onboarding-action-06,/erp/onboarding,/erp/onboarding,,,,BUTTON|거래처 리스크||1
처음 시작하기,onboarding-action-06,문서 누락,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=onboarding-action-06,/erp/onboarding,/erp/onboarding,,,,BUTTON|문서 누락||1
처음 시작하기,onboarding-action-06,물류 준비도,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=onboarding-action-06,/erp/onboarding,/erp/onboarding,,,,BUTTON|물류 준비도||1
처음 시작하기,onboarding-action-06,영업 담당자 수익성,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=onboarding-action-06,/erp/onboarding,/erp/onboarding,,,,BUTTON|영업 담당자 수익성||1
처음 시작하기,onboarding-action-06,이전,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=onboarding-action-06,/erp/onboarding,/erp/onboarding,,,,BUTTON|이전||1
처음 시작하기,onboarding-action-06,다음,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=onboarding-action-06,/erp/onboarding,/erp/onboarding,,,,BUTTON|다음||1
처음 시작하기,onboarding-action-08,제외,180ms 내 변화 없음 / 추가 확인 필요,https://devdev-e6t.pages.dev/html/erp/?page=onboarding-action-08,/erp/onboarding,/erp/onboarding,,,180ms 후 화면·선택값 변화 없음; 비동기 처리/동일 상태는 별도 확인 필요,BUTTON|제외||1
처음 시작하기,onboarding-action-08,승인,180ms 내 변화 없음 / 추가 확인 필요,https://devdev-e6t.pages.dev/html/erp/?page=onboarding-action-08,/erp/onboarding,/erp/onboarding,,,180ms 후 화면·선택값 변화 없음; 비동기 처리/동일 상태는 별도 확인 필요,BUTTON|승인||1
처음 시작하기,onboarding-action-09,팀원 초대,URL 이동 관찰 / 연결 누락 후보,https://devdev-e6t.pages.dev/html/erp/?page=onboarding-action-09,/erp/onboarding,/erp/settings,settings; settings-notifications; settings-action-01; settings-action-02; settings-action-04; settings-action-05; settings-action-06; settings-action-07; settings-action-08; settings-action-09; settings-action-10; settings-action-11; settings-action-12; settings-action-13; settings-action-14; settings-action-15; settings-action-16; settings-action-17; settings-action-18; settings-action-19; settings-action-20; settings-action-21; settings-action-22; settings-action-23; settings-action-24; settings-action-25,,,BUTTON|팀원 초대||1
처음 시작하기,onboarding-action-17,기존 문서 가져오기,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=onboarding-action-17,/erp/onboarding,/erp/onboarding,,,,BUTTON|기존 문서 가져오기||1
처음 시작하기,onboarding-action-17,"초기 문서 가져오기최근 인보이스, PO, B/L 업로드완료됨",180ms 내 변화 없음 / 추가 확인 필요,https://devdev-e6t.pages.dev/html/erp/?page=onboarding-action-17,/erp/onboarding,/erp/onboarding,,,180ms 후 화면·선택값 변화 없음; 비동기 처리/동일 상태는 별도 확인 필요,"BUTTON|초기 문서 가져오기최근 인보이스, PO, B/L 업로드완료됨||1"
처음 시작하기,onboarding-action-18,추천 거래처 검토,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=onboarding-action-18,/erp/onboarding,/erp/onboarding,,,,BUTTON|추천 거래처 검토||1
처음 시작하기,onboarding-action-18,첫 거래 검토첫 Confirm 완료 시 자동 체크완료됨,180ms 내 변화 없음 / 추가 확인 필요,https://devdev-e6t.pages.dev/html/erp/?page=onboarding-action-18,/erp/onboarding,/erp/onboarding,,,180ms 후 화면·선택값 변화 없음; 비동기 처리/동일 상태는 별도 확인 필요,BUTTON|첫 거래 검토첫 Confirm 완료 시 자동 체크완료됨||1
처음 시작하기,onboarding-action-19,설정 완료,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=onboarding-action-19,/erp/onboarding,/erp/onboarding,,,,BUTTON|설정 완료||1
처음 시작하기,onboarding-action-19,첫 문서 업로드Inbox UploadZone으로 이동완료됨,180ms 내 변화 없음 / 추가 확인 필요,https://devdev-e6t.pages.dev/html/erp/?page=onboarding-action-19,/erp/onboarding,/erp/onboarding,,,180ms 후 화면·선택값 변화 없음; 비동기 처리/동일 상태는 별도 확인 필요,BUTTON|첫 문서 업로드Inbox UploadZone으로 이동완료됨||1
처음 시작하기,onboarding-action-20,첫 Confirm 완료Confirm 완료 시 자동 체크완료됨,180ms 내 변화 없음 / 추가 확인 필요,https://devdev-e6t.pages.dev/html/erp/?page=onboarding-action-20,/erp/onboarding,/erp/onboarding,,,180ms 후 화면·선택값 변화 없음; 비동기 처리/동일 상태는 별도 확인 필요,BUTTON|첫 Confirm 완료Confirm 완료 시 자동 체크완료됨||1
정산,settlement-action-16,초과금·조정·분쟁 처리,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=settlement-action-16,/erp/settlement,/erp/settlement,,,,BUTTON|초과금·조정·분쟁 처리||1
정산,settlement-action-16,처리 기록 삭제,180ms 내 변화 없음 / 추가 확인 필요,https://devdev-e6t.pages.dev/html/erp/?page=settlement-action-16,/erp/settlement,/erp/settlement,,,180ms 후 화면·선택값 변화 없음; 비동기 처리/동일 상태는 별도 확인 필요,BUTTON|처리 기록 삭제||1
정산,settlement-action-22,Deal 보기,URL 이동 관찰 / 연결 누락 후보,https://devdev-e6t.pages.dev/html/erp/?page=settlement-action-22,/erp/settlement,/erp/deals,deals; deals-action-01; deals-action-02; deals-action-03; deals-action-04; deals-action-05; deals-action-06; deals-action-07; deals-action-08; deals-action-09; deals-action-10; deals-action-11; deals-action-12; deals-action-13; deals-action-14; deals-action-15; deals-action-16; deals-action-17; deals-action-18; deals-action-19; deals-action-20,,,BUTTON|Deal 보기||1
정산,settlement-action-22,Customer 360,URL 이동 관찰 / 연결 누락 후보,https://devdev-e6t.pages.dev/html/erp/?page=settlement-action-22,/erp/settlement,/erp/counterparties,counterparties; counterparties-action-02; counterparties-action-03,,,BUTTON|Customer 360||1
정산,settlement-action-22,DL-260704-04,URL 이동 관찰 / 연결 누락 후보,https://devdev-e6t.pages.dev/html/erp/?page=settlement-action-22,/erp/settlement,/erp/deals,deals; deals-action-01; deals-action-02; deals-action-03; deals-action-04; deals-action-05; deals-action-06; deals-action-07; deals-action-08; deals-action-09; deals-action-10; deals-action-11; deals-action-12; deals-action-13; deals-action-14; deals-action-15; deals-action-16; deals-action-17; deals-action-18; deals-action-19; deals-action-20,,,BUTTON|DL-260704-04||1
정산,settlement-action-25,HMM Green,URL 이동 관찰 / 연결 누락 후보,https://devdev-e6t.pages.dev/html/erp/?page=settlement-action-25,/erp/settlement,/erp/counterparties,counterparties; counterparties-action-02; counterparties-action-03,,,"BUTTON|HMM Green|보낼 돈HMM Green8,200 USD8,200 USD0 USD07.10DL-260625-03정산 완료완료 취소|1"
정산,settlement-action-29,기록 완료,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=settlement-action-29,/erp/settlement,/erp/settlement,,,,BUTTON|기록 완료||1
운영 감시,monitoring-action-07,기록,URL 이동 관찰 / 연결 누락 후보,https://devdev-e6t.pages.dev/html/erp/?page=monitoring-action-07,/erp/monitoring,/erp/deals,deals; deals-action-01; deals-action-02; deals-action-03; deals-action-04; deals-action-05; deals-action-06; deals-action-07; deals-action-08; deals-action-09; deals-action-10; deals-action-11; deals-action-12; deals-action-13; deals-action-14; deals-action-15; deals-action-16; deals-action-17; deals-action-18; deals-action-19; deals-action-20,,,BUTTON|기록||1
문서 만들기,document-flow-pending,승인 검토,180ms 내 변화 없음 / 추가 확인 필요,https://devdev-e6t.pages.dev/html/erp/?page=document-flow-pending,/erp/documents/create/CI-2026-0708,/erp/documents/create/CI-2026-0708,,,180ms 후 화면·선택값 변화 없음; 비동기 처리/동일 상태는 별도 확인 필요,BUTTON|승인 검토||1
문서 만들기,document-flow-summary,문서로 돌아가기,재현 클릭 시간 초과 / 확인 보류,https://devdev-e6t.pages.dev/html/erp/?page=document-flow-summary,/erp/documents/create/CI-2026-0708,,,,locator.click: Timeout 3500ms exceeded.,BUTTON|문서로 돌아가기||1
문서 만들기,document-flow-summary,전달,재현 클릭 시간 초과 / 확인 보류,https://devdev-e6t.pages.dev/html/erp/?page=document-flow-summary,/erp/documents/create/CI-2026-0708,,,,locator.click: Timeout 3500ms exceeded.,BUTTON|전달||1
문서 만들기,document-flow-summary,전달 내역,재현 클릭 시간 초과 / 확인 보류,https://devdev-e6t.pages.dev/html/erp/?page=document-flow-summary,/erp/documents/create/CI-2026-0708,,,,locator.click: Timeout 3500ms exceeded.,BUTTON|전달 내역||1
문서 만들기,document-flow-summary,동봉 파일,재현 클릭 시간 초과 / 확인 보류,https://devdev-e6t.pages.dev/html/erp/?page=document-flow-summary,/erp/documents/create/CI-2026-0708,,,,locator.click: Timeout 3500ms exceeded.,BUTTON|동봉 파일||1
문서 만들기,document-flow-summary,Magic Link 만들기,재현 클릭 시간 초과 / 확인 보류,https://devdev-e6t.pages.dev/html/erp/?page=document-flow-summary,/erp/documents/create/CI-2026-0708,,,,locator.click: Timeout 3500ms exceeded.,BUTTON|Magic Link 만들기||1
문서 올리기,document-review-page-2,단가 통화 선택,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=document-review-page-2,/erp/documents/upload/%EC%9D%B8%EB%B3%B4%EC%9D%B4%EC%8A%A4_2607_003.pdf/review,/erp/documents/upload/%EC%9D%B8%EB%B3%B4%EC%9D%B4%EC%8A%A4_2607_003.pdf/review,,,,BUTTON|단가 통화 선택||1
문서 올리기,document-review-page-2,원문과 비교,180ms 내 변화 없음 / 추가 확인 필요,https://devdev-e6t.pages.dev/html/erp/?page=document-review-page-2,/erp/documents/upload/%EC%9D%B8%EB%B3%B4%EC%9D%B4%EC%8A%A4_2607_003.pdf/review,/erp/documents/upload/%EC%9D%B8%EB%B3%B4%EC%9D%B4%EC%8A%A4_2607_003.pdf/review,,,180ms 후 화면·선택값 변화 없음; 비동기 처리/동일 상태는 별도 확인 필요,BUTTON|원문과 비교||1
문서 올리기,document-review-page-2,합계 금액 통화 선택,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=document-review-page-2,/erp/documents/upload/%EC%9D%B8%EB%B3%B4%EC%9D%B4%EC%8A%A4_2607_003.pdf/review,/erp/documents/upload/%EC%9D%B8%EB%B3%B4%EC%9D%B4%EC%8A%A4_2607_003.pdf/review,,,,BUTTON|합계 금액 통화 선택||1
문서 올리기,document-review-page-2,"페이지 목록 열기, 현재 2 / 2 페이지",화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=document-review-page-2,/erp/documents/upload/%EC%9D%B8%EB%B3%B4%EC%9D%B4%EC%8A%A4_2607_003.pdf/review,/erp/documents/upload/%EC%9D%B8%EB%B3%B4%EC%9D%B4%EC%8A%A4_2607_003.pdf/review,,,,"BUTTON|페이지 목록 열기, 현재 2 / 2 페이지||1"
설정,settings-notifications,,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=settings-notifications,/erp/settings,/erp/settings?section=trade-alerts,,,,BUTTON|||1
설정,settings-notifications,알림 설정 저장,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=settings-notifications,/erp/settings,/erp/settings?section=trade-alerts,,,,BUTTON|알림 설정 저장||1
문서 만들기,document-flow-reviewed,승인 설정,180ms 내 변화 없음 / 추가 확인 필요,https://devdev-e6t.pages.dev/html/erp/?page=document-flow-reviewed,/erp/documents/create/CI-2026-0708,/erp/documents/create/CI-2026-0708,,,180ms 후 화면·선택값 변화 없음; 비동기 처리/동일 상태는 별도 확인 필요,BUTTON|승인 설정||1
알림,notifications-action-03,미확인0,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=notifications-action-03,/erp/notifications,/erp/notifications,,,,BUTTON|미확인0||1
문서 올리기,document-invoice-connect,항목 검토,URL 이동 관찰 / 연결 누락 후보,https://devdev-e6t.pages.dev/html/erp/?page=document-invoice-connect,/erp/documents/upload/%EC%9D%B8%EB%B3%B4%EC%9D%B4%EC%8A%A4_2607_003.pdf/connect,/erp/documents/upload/%EC%9D%B8%EB%B3%B4%EC%9D%B4%EC%8A%A4_2607_003.pdf/review,document-review; document-review-pdf; document-review-page-2; document-review-action-02; document-review-action-03; document-review-action-04; document-review-action-05; document-review-action-06; document-review-action-07; document-review-action-08; document-review-action-09; document-review-action-10,,,BUTTON|항목 검토||1
문서 올리기,document-invoice-connect,새 거래 등록,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=document-invoice-connect,/erp/documents/upload/%EC%9D%B8%EB%B3%B4%EC%9D%B4%EC%8A%A4_2607_003.pdf/connect,/erp/documents/upload/%EC%9D%B8%EB%B3%B4%EC%9D%B4%EC%8A%A4_2607_003.pdf/connect,,,,BUTTON|새 거래 등록||1
문서 올리기,document-invoice-connect,"ACME 7월 상업송장 거래은행 제출 전DL-260708-08 · ACME GmbHAluminium Scrap · 20 MT · 2,566,660 USD",180ms 내 변화 없음 / 추가 확인 필요,https://devdev-e6t.pages.dev/html/erp/?page=document-invoice-connect,/erp/documents/upload/%EC%9D%B8%EB%B3%B4%EC%9D%B4%EC%8A%A4_2607_003.pdf/connect,/erp/documents/upload/%EC%9D%B8%EB%B3%B4%EC%9D%B4%EC%8A%A4_2607_003.pdf/connect,,,180ms 후 화면·선택값 변화 없음; 비동기 처리/동일 상태는 별도 확인 필요,"BUTTON|ACME 7월 상업송장 거래은행 제출 전DL-260708-08 · ACME GmbHAluminium Scrap · 20 MT · 2,566,660 USD||1"
문서 만들기,document-flow-reject-form,반려,180ms 내 변화 없음 / 추가 확인 필요,https://devdev-e6t.pages.dev/html/erp/?page=document-flow-reject-form,/erp/documents/create/CI-2026-0708,/erp/documents/create/CI-2026-0708,,,180ms 후 화면·선택값 변화 없음; 비동기 처리/동일 상태는 별도 확인 필요,BUTTON|반려||1
문서 만들기,document-flow-reject-form,승인,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=document-flow-reject-form,/erp/documents/create/CI-2026-0708,/erp/documents/create/CI-2026-0708,,,,BUTTON|승인||1
문서 만들기,document-flow-link-copied,철회,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=document-flow-link-copied,/erp/documents/create/CI-2026-0708,/erp/documents/create/CI-2026-0708,,,,BUTTON|철회||1
문서 만들기,document-flow-link-copied,삭제,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=document-flow-link-copied,/erp/documents/create/CI-2026-0708,/erp/documents/create/CI-2026-0708,,,,BUTTON|삭제||1
문서 만들기,document-create-action-03,화면 권한 전환,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=document-create-action-03,/erp/documents/create,/erp/documents/create,,Owner; Admin; Member,,BUTTON|화면 권한 전환||1
문서 만들기,document-create-action-04,이전 출처 파일,180ms 내 변화 없음 / 추가 확인 필요,https://devdev-e6t.pages.dev/html/erp/?page=document-create-action-04,/erp/documents/create,/erp/documents/create,,,180ms 후 화면·선택값 변화 없음; 비동기 처리/동일 상태는 별도 확인 필요,BUTTON|이전 출처 파일||1
문서 만들기,document-create-action-04,다음 출처 파일,180ms 내 변화 없음 / 추가 확인 필요,https://devdev-e6t.pages.dev/html/erp/?page=document-create-action-04,/erp/documents/create,/erp/documents/create,,,180ms 후 화면·선택값 변화 없음; 비동기 처리/동일 상태는 별도 확인 필요,BUTTON|다음 출처 파일||1
문서 만들기,document-create-action-04,매출재사용 가능계약서_안심찬.pdf최근 문서 · 6개 필드우선순위 1거래처 ACME GmbH조건 CIF Hamburg통화 USD,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=document-create-action-04,/erp/documents/create,/erp/documents/create,,,,BUTTON|매출재사용 가능계약서_안심찬.pdf최근 문서 · 6개 필드우선순위 1거래처 ACME GmbH조건 CIF Hamburg통화 USD||1
문서 올리기,document-review-action-05,USD,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=document-review-action-05,/erp/documents/upload/%EC%9D%B8%EB%B3%B4%EC%9D%B4%EC%8A%A4_2607_003.pdf/review,/erp/documents/upload/%EC%9D%B8%EB%B3%B4%EC%9D%B4%EC%8A%A4_2607_003.pdf/review,,,,BUTTON|USD||1
문서 올리기,document-review-action-05,EUR,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=document-review-action-05,/erp/documents/upload/%EC%9D%B8%EB%B3%B4%EC%9D%B4%EC%8A%A4_2607_003.pdf/review,/erp/documents/upload/%EC%9D%B8%EB%B3%B4%EC%9D%B4%EC%8A%A4_2607_003.pdf/review,,,,BUTTON|EUR||1
문서 올리기,document-review-action-05,KRW,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=document-review-action-05,/erp/documents/upload/%EC%9D%B8%EB%B3%B4%EC%9D%B4%EC%8A%A4_2607_003.pdf/review,/erp/documents/upload/%EC%9D%B8%EB%B3%B4%EC%9D%B4%EC%8A%A4_2607_003.pdf/review,,,,BUTTON|KRW||1
문서 올리기,document-review-action-05,JPY,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=document-review-action-05,/erp/documents/upload/%EC%9D%B8%EB%B3%B4%EC%9D%B4%EC%8A%A4_2607_003.pdf/review,/erp/documents/upload/%EC%9D%B8%EB%B3%B4%EC%9D%B4%EC%8A%A4_2607_003.pdf/review,,,,BUTTON|JPY||1
문서 올리기,document-review-action-05,CNY,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=document-review-action-05,/erp/documents/upload/%EC%9D%B8%EB%B3%B4%EC%9D%B4%EC%8A%A4_2607_003.pdf/review,/erp/documents/upload/%EC%9D%B8%EB%B3%B4%EC%9D%B4%EC%8A%A4_2607_003.pdf/review,,,,BUTTON|CNY||1
문서 올리기,document-review-action-10,1페이지로 이동,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=document-review-action-10,/erp/documents/upload/%EC%9D%B8%EB%B3%B4%EC%9D%B4%EC%8A%A4_2607_003.pdf/review,/erp/documents/upload/%EC%9D%B8%EB%B3%B4%EC%9D%B4%EC%8A%A4_2607_003.pdf/review,,,,BUTTON|1페이지로 이동||1
문서 올리기,document-review-action-10,2페이지로 이동,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=document-review-action-10,/erp/documents/upload/%EC%9D%B8%EB%B3%B4%EC%9D%B4%EC%8A%A4_2607_003.pdf/review,/erp/documents/upload/%EC%9D%B8%EB%B3%B4%EC%9D%B4%EC%8A%A4_2607_003.pdf/review,,,,BUTTON|2페이지로 이동||1
문서 올리기,document-connect-action-04,거래 금액 통화 선택,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=document-connect-action-04,/erp/documents/upload/%EC%9D%80%ED%96%89%EA%B1%B0%EB%9E%98%EB%82%B4%EC%97%AD%EC%84%9C_2026-08-27.pdf/connect,/erp/documents/upload/%EC%9D%80%ED%96%89%EA%B1%B0%EB%9E%98%EB%82%B4%EC%97%AD%EC%84%9C_2026-08-27.pdf/review,,,,BUTTON|거래 금액 통화 선택||1
문서 올리기,document-connect-action-07,새 거래 생성·연결,180ms 내 변화 없음 / 추가 확인 필요,https://devdev-e6t.pages.dev/html/erp/?page=document-connect-action-07,/erp/documents/upload/%EC%9D%80%ED%96%89%EA%B1%B0%EB%9E%98%EB%82%B4%EC%97%AD%EC%84%9C_2026-08-27.pdf/connect,/erp/documents/upload/%EC%9D%80%ED%96%89%EA%B1%B0%EB%9E%98%EB%82%B4%EC%97%AD%EC%84%9C_2026-08-27.pdf/connect,,,180ms 후 화면·선택값 변화 없음; 비동기 처리/동일 상태는 별도 확인 필요,BUTTON|새 거래 생성·연결||1
문서 올리기,document-connect-action-08,선택한 거래 연결,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=document-connect-action-08,/erp/documents/upload/%EC%9D%80%ED%96%89%EA%B1%B0%EB%9E%98%EB%82%B4%EC%97%AD%EC%84%9C_2026-08-27.pdf/connect,/erp/documents/upload/%EC%9D%80%ED%96%89%EA%B1%B0%EB%9E%98%EB%82%B4%EC%97%AD%EC%84%9C_2026-08-27.pdf/connect,,,,BUTTON|선택한 거래 연결||1
거래,deal-dl-260701-09-action-03,해제,180ms 내 변화 없음 / 추가 확인 필요,https://devdev-e6t.pages.dev/html/erp/?page=deal-dl-260701-09-action-03,/erp/deals/DL-260701-09,/erp/deals/DL-260701-09,,,180ms 후 화면·선택값 변화 없음; 비동기 처리/동일 상태는 별도 확인 필요,BUTTON|해제||1
거래,deal-dl-260701-09-action-03,,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=deal-dl-260701-09-action-03,/erp/deals/DL-260701-09,/erp/deals/DL-260701-09,,직원 선택; 이민지; 최유진; 오세훈,,BUTTON|||1
